verse_key,version_id,eng,local
ROM.4.17,2168,"As it is written: I have appointed you to be the father of many nations. So Abraham is our father in the eyes of God in whom he had faith, the God who gives life to the dead and calls things that dont exist into existence.","kabo ba kɛrɛ i Nyɛmɛ Jɔrɛ Kadasi n nu ni, ka, Nyɛmɛ ŋa o, M má a yo minɛ barasu dɔŋgu si. Nyɛmɛ ŋuuri ka Abraham ayo yarada ka yiri Nyɛmɛ teŋge minɛm bo ba wu n yiwee nu, na yiri ma deke n bo i yo wo má bɛrɛ n wo bɛrɛ a."
ROM.1.18,2168,Gods wrath is being revealed from heaven against all the ungodly behavior and the injustice of human beings who silence the truth with injustice.,"Nyɛmɛ wo aŋgoro akere kabo wɔ fa yaa acin minɛm sui ni, bɛrɛ bo bu sunsunni ti tiɛ na bu yo satiɛ ni, bu satiɛ n dɛɛ ti, ba kete ka má minɛm si Nyɛmɛ nahɔrɛ su."
ROM.3.16,2168,destruction and misery are in their ways; .,"Deke kɛrɛ bu kɔ, bu dɛɛ la ka bu yo minɛm ŋgbɛɛn­ŋgbɛɛn, na bu saaki bu."
ROM.6.19,2168,"Once, you offered the parts of your body to be used as slaves to impurity and to lawless behavior that leads to still more lawless behavior. Now, you should present the parts of your body as slaves to righteousness, which makes your lives holy.","M fa adamande dɛɛ woo­wa, ye m fa kere kabo Nyɛmɛ ti a, dama am suti má i bu. Am yo fa am ŋuniɛ­mbaa n be yoori daŋgba sam wɔ, ni satiɛ barasum wɔ, nyini ma am saaki nɔaniɛ kpamaa­wa n a, sɔ ye kisa am fa am ŋuniɛ­mbaam yo sa bo i kɔ atin su, nyini ma am yo Nyɛmɛ minɛ casim a."
ROM.2.18,2168,if you know the will of God; if you are taught by the Law so that you can figure out the things that really matter.,"na am si kabo Nyɛmɛ koroo­wa ti, na am sunsun nyunyumi, na am yi sa bo i ti kpa, dama am asi Nyɛmɛ nɔaniɛ kpamaa­wa n kɛrɛ awie."
ROM.5.18,2168,"So now the righteous requirements necessary for life are met for everyone through the righteous act of one person, just as judgment fell on everyone through the failure of one person.","Nyini ti, kabo sɔnɔ kun dɛɛ satiɛ ti na Nyɛmɛ di minɛm kɛrɛ jɔrɛ cin bu sui ni, sɔ bekun ye sɔnɔ kun dɛɛ sakpa­yo ni ma Nyɛmɛ de minɛm kɛrɛ ka bu yo sa bo i kɔ atin su i dɔ na bu nya ŋgɔɔ a."
ROM.4.18,2168,"When it was beyond hope, he had faith in the hope that he would become the father of many nations, in keeping with the promise God spoke to him: Thats how many descendants you will have. .","Nyini ti, saŋga bo Abraham yoori yarada na i la tama ni, i ti kekereke na i yo tama ka i bá yo minɛ barasu dɔŋgu si, kabo ba kɛrɛ i Nyɛmɛ Jɔrɛ Kadasi n nu ka, U busu nu­fɔm bá sunnu beberebe ni."
ROM.1.19,2168,This is because what is known about God should be plain to them because God made it plain to them.,"Deke bo i ti na wɔ fa yaa n la ka, ba ŋu deke n kɛrɛ bo i ma bu si Nyɛmɛ ni, dama yiri ni i tii ayi i kpain afite fofoe nu."
ROM.3.17,2168,and they dont know the way of peace. .,"Bu dɛɛ la ka bu nati sukpini jɔrɛ, bu koro má tana­laifiɛ."
ROM.6.20,2168,"When you were slaves of sin, you were free from the control of righteousness.","Saŋga bo am yo ti satiɛ akɔɔm ni, be miɛ má am ka am yo sa bo i kɔ atin su."
ROM.2.19,2168,if you have persuaded yourself that you are: a guide for the blind; a light to those who are in darkness.,"am yo am ŋu ka ambɛrɛ bita anyinsinm kpama a, na am ti wein ma minɛm bo bu wo awosin nu ni."
ROM.5.19,2168,"Many people were made righteous through the obedience of one person, just as many people were made sinners through the disobedience of one person.","Na kabo sɔnɔ kun keteeri Nyɛmɛ nɔaniɛ n na minɛm kɛrɛ ayo satiɛ­yo­fɔm ni, sɔ bekun ye sɔnɔ kun gusu ade Nyɛmɛ nɔaniɛ n a, nyini ye Nyɛmɛ dé minɛm kɛrɛ ka bu yo sa bo i kɔ atin su i dɔ a."
ROM.4.19,2168,"Without losing faith, Abraham, who was nearly years old, took into account his own body, which was as good as dead, and Sarahs womb, which was dead.","Haari ni saŋga bo wɔ ju afɔ yaa, na i si ka wɔ yo kpiɛn ni, na i yi Saara ti ŋɔrɔka na wɔ yo buke n kɛrɛ ni, i ŋuniɛ ayɔrɔki má i, i yoori yarada a."
ROM.1.20,2168,"Ever since the creation of the world, Gods invisible qualities—Gods eternal power and divine nature—have been clearly seen, because they are understood through the things God has made. So humans are without excuse.","Fite saŋga bo Nyɛmɛ yiiri durunya n ba juuri ni kisa, minɛ aŋu i woo­wa, i ti má ka bu nyu­mbaa aŋu i kabo i ti barasu wɔ, ama, ba ŋu dekem bo wɔ yi bu ni. Nyini dekem ni kere ka i ti Nyɛmɛ nahɔrɛ su a, ni kabo i la yiko bo i la má awieeri ni. Nyini ti, be wo má bɛrɛ bo i koro se ka i si má i."
ROM.3.18,2168,There is no fear of God in their view of the world. .,"Bu nyunu yi má Nyɛmɛ, nyini dɛɛ ti, bu soro má i."
ROM.6.21,2168,What consequences did you get from doing things that you are now ashamed of? The outcome of those things is death.,"Satiɛm bo am yo yoori bu ni, nzu kpɛrɛ ye am nyaari i a? Pui. Kisa, bu ti am nyinsɛ wɔ, na i awieeri kɛrɛ la yiwee wɔ."
ROM.2.20,2168,an educator of the foolish; a teacher of infants.,"Am ŋa ambɛrɛ teke minɛm bo bu la má ŋgɔnlɛ nyi a, na am kaaki kere minɛm bo bu ti ka nbaatumam ni, dama am ŋa am si Nyɛmɛ nɔaniɛ kpamaa­wa n dɛɛ ti, am sunsun ka am si ŋgɔnlɛ ni nahɔrɛ kɛrɛ bo i wo i nu ni."
ROM.5.20,2168,"The Law stepped in to amplify the failure, but where sin increased, grace multiplied even more.","Nyɛmɛ faari i nɔaniɛ kpamaa­wa n kereeri a, na minɛ si kabo satiɛ­yo asunnu barasu a, ama, deke bo satiɛ­yo sunnu, Nyɛmɛ ahɔrɔma n bo wɔ fa ama n sunnu tara sɔ."
ROM.4.20,2168,"He didnt hesitate with a lack of faith in Gods promise, but he grew strong in faith and gave glory to God.","Wɔ yo má sika fa kɔ deke bo Nyɛmɛ seeri ka i yó i n su, ama, yarada n bo i yoori i n dɛɛ ti, na wɔ nya faŋga na wɔ kansi Nyɛmɛ."
ROM.1.21,2168,"Although they knew God, they didnt honor God as God or thank him. Instead, their reasoning became pointless, and their foolish hearts were darkened.","Haari ni bo bu si i n kɛrɛ, ba kete ka bu ma má i jirima ka i ti Nyɛmɛ, na bu kaaki da má i asi. Nyini dɛɛ ti, ye bu sunsunni kɛrɛ aka ŋgbɛɛn ye ŋgɔnlɛ akpiɛ bu su, ye bu ahore­mbaa ayo biri n a."
ROM.3.19,2168,"Now we know that whatever the Law says, it speaks to those who are under the Law, in order to shut every mouth and make it so the whole world has to answer to God.","Ya si ka deke n kɛrɛ bo ba kɛrɛ i Nyɛmɛ nɔaniɛ kpamaa­wa n nu ni, i jɔjɔ ni Yuda­fɔm bo bu su i su n wɔ, adena má be koro teke i nɔɔ kan jɔrɛ be, ama, durunya n nu­fɔm kɛrɛ bá jina Nyɛmɛ nyunu na i dí bu jɔrɛ na i cín bu sui."
ROM.6.22,2168,"But now that you have been set free from sin and become slaves to God, you have the consequence of a holy life, and the outcome is eternal life.","Ama, kisa na am ade am tii afite satiɛ nu, na am ayo Nyɛmɛ akɔɔm ni, kpɛrɛ bo am anya i ni, yiri la bo am ayo i minɛ casim ni, na i awieeri, am nyá ŋgɔɔ bo i la má awieeri ni."
ROM.2.21,2168,"then why dont you who are teaching others teach yourself? If you preach, No stealing, do you steal?.","Ambɛrɛ bo am kere minɛm ni, nzu ti ye am kere má am ŋu a? Ye ambɛrɛ bo am se minɛm ka má bu wɔ ni, am wɔ, nzɛn am wɔ má?."
ROM.5.21,2168,"The result is that grace will rule through Gods righteousness, leading to eternal life through Jesus Christ our Lord, just as sin ruled in death.","Nyini ti, kabo satiɛ la yiko na i ma yiwee kun minɛm sɔ ni, sɔ ye Nyɛmɛ ahɔrɔma n dɛɛ ti, ye i de minɛm ka bu yo sa bo i kɔ atin su i dɔ a, na bu nya ŋgɔɔ bo i la má awieeri a, ya Mibiɛ Yesu Kristo dɛɛ ti."
ROM.4.21,2168,He was fully convinced that God was able to do what he promised.,Na wɔ si tenle su ka Nyɛmɛ koro yo deke n bo i yo seeri ka i yó i ni.
ROM.1.22,2168,"While they were claiming to be wise, they made fools of themselves.","Bu bu bu ŋu ka bu ti ŋgɔnlɛ­fɔm wɔ, ama, bu ti sinnzinm wɔ."
ROM.3.20,2168,"It follows that no human being will be treated as righteous in his presence by doing what the Law says, because the knowledge of sin comes through the Law.","Dama be wo má bɛrɛ bo i koro se ka i su nɔaniɛ kpamaa­wa n su dɛɛ ti, ye Nyɛmɛ de i ka i yo sa bo i kɔ atin su i dɔ a, ama, nɔaniɛ kpamaa­wa ni ma minɛm si ka bu ti satiɛ­yo­fɔm a."
ROM.6.23,2168,"The wages that sin pays are death, but Gods gift is eternal life in Christ Jesus our Lord.","Dama satiɛ ŋkatɔ la yiwee wɔ, ama, Nyɛmɛ aceeri n bo wɔ fa ama ya n la ŋgɔɔ bo i la má awieeri na i wo ya Mibiɛ Yesu Kristo nu n wɔ."
ROM.2.22,2168,"If you say, No adultery, do you commit adultery? If you hate idols, do you rob temples?.","Am ŋa má be saaki ajaa ciire ni, ye am saaki i, nzɛn am saaki má i? Am ŋa am koro má amɔɛ jɔrɛ ni, ye am wɔ neŋgem amɔɛ sɔɔm n nu, nzɛn am wɔ má?."
ROM.4.22,2168,"Therefore, it was credited to him as righteousness.","Abraham yoori yarada a, nyini dɛɛ ti ye Nyɛmɛ ade i ka i yo sa bo i kɔ atin su i dɔ n a."
ROM.1.23,2168,"They exchanged the glory of the immortal God for images that look like mortal humans: birds, animals, and reptiles.","Jirima bo má bu fa ma Nyɛmɛ bo i wo bɛrɛ saŋga kɛrɛ ni, ba fa ama amɔɛm bo ba yo bu na bu ferema ni adamandem, ni laŋkpɛtɛ­fɔm, ni ajaa­nnam, ni cin­bukunnu­su­fɔm wɔ."
ROM.3.21,2168,"But now Gods righteousness has been revealed apart from the Law, which is confirmed by the Law and the Prophets.","Ama, kisa Nyɛmɛ ayi akere ya kabo ya yo sa bo i kɔ atin su i dɔ, má yiri la bo ya su nɔaniɛ kpamaa­wa n su ni, ama, yiri la bo nɔaniɛ kpamaa­wa n ni Nyɛmɛ nɔaniɛ kan­fɔm diiri i ŋusu daani ka i yó n wɔ."
ROM.2.23,2168,"If you brag about the Law, do you shame God by breaking the Law?.","Ambɛrɛ bo am bita Nyɛmɛ nɔaniɛ kpamaa­wa n fa fɔ ka am si i, na am su má i su ni, ambɛrɛ kaaki wura Nyɛmɛ nyinsɛ a."
ROM.4.23,2168,But the scripture that says it was credited to him wasnt written only for Abrahams sake.,"Kabo ba kɛrɛ i ka, Nyɛmɛ ade i ka i yo sa bo i kɔ atin su i dɔ ni, má Abraham ŋgumi dɛɛ ti ye bu kɛrɛɛri i sɔ a."
ROM.1.24,2168,"So God abandoned them to their hearts desires, which led to the moral corruption of degrading their own bodies with each other.","Nyini dɛɛ ti, ye Nyɛmɛ ayaki bu ye bu yo bu kunnu koroo­wa n a, na bu suyo daŋgba sam bu ŋuŋu nu suwura bu ŋu nyinsɛ."
ROM.3.22,2168,Gods righteousness comes through the faithfulness of Jesus Christ for all who have faith in him. Theres no distinction.,"Yiri la ka, sɔnɔ kɛrɛ bo wɔ yo Yesu Kristo yarada, yiri ye Nyɛmɛ ŋa i yo sa bo i kɔ atin su i dɔ a, nyini ti, ya la má kpakpaaki­nu."
ROM.2.24,2168,As it is written: The name of God is discredited by the Gentiles because of you .,"Kabo ba kɛrɛ i Nyɛmɛ Jɔrɛ Kadasi n nu ni, ka, Ambɛrɛ Yuda­fɔm dɛɛ ti, ye minɛm bo bu ti má Yuda­fɔm jɔjɔ wura Nyɛmɛ ŋgasi nu a."
ROM.4.24,2168,"It was written also for our sake, because it is going to be credited to us too. It will be credited to those of us who have faith in the one who raised Jesus our Lord from the dead.","ama, yɛrɛ gusu dɛɛ ti ye bu kɛrɛɛri sɔ n a, yɛrɛ bo Nyɛmɛ bá de ya ka ya yo sa bo i kɔ atin su i dɔ n na ya yo i yarada ni, yiri bo i teŋgeeri ya Mibiɛ Yesu i yiwee n nu ni."
ROM.1.25,2168,"They traded Gods truth for a lie, and they worshipped and served the creation instead of the creator, who is blessed forever. Amen.","Dama ba kete Nyɛmɛ nahɔrɛ­fɔ ni, na bu nya susu kɔrɛ su. Na bu su dekem bo Nyɛmɛ ayi bu ni, bu su má yiri bo i yiiri deke n kɛrɛ ni. Yiri dɛɛ la kansi saŋga kɛrɛ a. Ami."
ROM.3.23,2168,All have sinned and fall short of Gods glory.,dama sɔnɔ kɛrɛ ayo satiɛ afun Nyɛmɛ jirima woo­wa ni.
ROM.2.25,2168,"Circumcision is an advantage if you do what the Law says. But if you are a person who breaks the Law, your status of being circumcised has changed into not being circumcised.","Nzɛn am yo kabo Nyɛmɛ nɔaniɛ kpamaa­wa n kere ka am yo ni, nyini yiri, am kɛnkɛnnɛ n bo am awura i n la kpɛrɛ. Ama, nzɛn am yo má kabo nɔaniɛ kpamaa­wa n kere ni, i ti ka am awura má kɛnkɛnnɛ lɛɛ."
ROM.4.25,2168,"He was handed over because of our mistakes, and he was raised to meet the requirements of righteousness for us.","Ya satiɛ dɛɛ ti ye Yesu wuuri a, na wɔ teŋge i yiwee n nu, adena Nyɛmɛ de ya ka ya yo sa bo i kɔ atin su i dɔ."
ROM.1.26,2168,Thats why God abandoned them to degrading lust. Their females traded natural sexual relations for unnatural sexual relations.,"Ba kete Nyɛmɛ n dɛɛ ti, ye wɔ yaki bu a, na bu suyo nyinsɛ sam kabo bu kunnu koro n a, haari na nbaram yaki nbiɛsɔm dɔ daari, na bu sufa bu beŋgu nbaram da, na bu yo kabo má wɔ yo má daka ka bu yo ni."
ROM.3.24,2168,but all are treated as righteous freely by his grace because of a ransom that was paid by Christ Jesus.,"ama, Yesu Kristo ade sɔnɔ kɛrɛ tii aji, nyini dɛɛ ti ye Nyɛmɛ ŋa sɔnɔ kɛrɛ ayo sa bo i kɔ atin su i dɔ n a, i ti Nyɛmɛ aceeri wɔ."
ROM.2.26,2168,"So if the person who isnt circumcised keeps the Law, wont his status of not being circumcised be counted as if he were circumcised?.","Nzɛn bo ba wura má kɛnkɛnnɛ n yo kabo Nyɛmɛ nɔaniɛ kpamaa­wa n kere ka bu yo ni, Nyɛmɛ de bu ka ba wura kɛnkɛnnɛ wɔ lɛɛ."
ROM.1.27,2168,"Also, in the same way, the males traded natural sexual relations with females, and burned with lust for each other. Males performed shameful actions with males, and they were paid back with the penalty they deserved for their mistake in their own bodies.","Na nbiɛsɔm n gusu yaki nbaram dɔ daari, na bu la konviki agaya fa kɔ bu beŋgu nbiɛsɔm dɔ, na bu ni bɛrɛ saŋga da ka bara ni biɛsɔ dɛɛ su. Nyini nyinsɛ sam dɛɛ ti, ye ba nya sui­cin kabo wɔ yo daka ka bu nya i n a."
ROM.2.27,2168,The one who isnt physically circumcised but keeps the Law will judge you. You became a lawbreaker after you had the written Law and circumcision.,"Nyini ti, i sukere ka, bɛrɛ n bo ba wura má kɛnkɛnnɛ na bu yo kabo Nyɛmɛ nɔaniɛ kpamaa­wa n kere ni, bu dí ambɛrɛ Yuda­fɔm jɔrɛ jaraki am, dama am awura kɛnkɛnnɛ na am la nɔaniɛ kpamaa­wa ni, ama, am yo má kabo i kere ni."
ROM.3.25,2168,"Through his faithfulness, God displayed Jesus as the place of sacrifice where mercy is found by means of his blood. He did this to demonstrate his righteousness in passing over sins that happened before.","Yiri Yesu ye Nyɛmɛ ma i deeri adamande jinaa­biri n a, na wɔ fa i ŋu ayo yoo­wa na wɔ wu, adena nzɛn minɛm yoori i yarada, i mbunja n dɛɛ ti, Nyɛmɛ fá bu satiɛ ce bu. Deke bo i ti na Nyɛmɛ yoori sɔ n la ka, i koro ka i kere kabo yiri ni i tii yo sa bo i kɔ atin su n wɔ, dama dawa saŋga Nyɛmɛ yo laari sawɔrɛ fa kɔ minɛm bo bu yo satiɛ n dɔ. Ama, kisa wɔ kere ka yiri ni i tii yo sa bo i kɔ atin su wɔ, na sɔnɔ kɛrɛ bo i yoori Yesu yarada, Nyɛmɛ de i mi ka yiri yo sa bo i kɔ atin su i dɔ a."
ROM.1.28,2168,"Since they didnt think it was worthwhile to acknowledge God, God abandoned them to a defective mind to do inappropriate things.","Kabo ba kete ka bu si má Nyɛmɛ ni, nyini ma wɔ yaki bu, ye bu sunsunni tiɛ n ma bu yo sa bo má wɔ yo má daka ka bu yo i n a."
ROM.2.28,2168,"It isnt the Jew who maintains outward appearances who will receive praise from God, and it isnt people who are outwardly circumcised on their bodies.",Dama má Yuda­fɔm bo ba wura kɛnkɛnnɛ aŋuniɛ­mbaa su ni ŋgumi ti Yuda­fɔm nahɔrɛ su a.
ROM.3.27,2168,What happens to our bragging? Its thrown out. With which law? With what we have accomplished under the Law?.,"Nyini dɛɛ ti, nzu deke ye ya koro fa fɔ a? Deke be wo má bɛrɛ. Nɔaniɛ kpamaa­wa ni ma minɛm yo sa bo i kɔ atin su Nyɛmɛ dɔ a, nzɛn sɛ? Ai, má sɔ. Ama, bo minɛm yo Yesu yarada n dɛɛ ti a."
ROM.1.29,2168,"So they were filled with all injustice, wicked behavior, greed, and evil behavior. They are full of jealousy, murder, fighting, deception, and malice. They are gossips.","Bu ahore­mbaa ayi ni satiɛ barasu kɛrɛ ŋgumi wɔ, bu konviki wura bu beŋgu neŋgem nu wɔ, na bu suyo bu beŋgum tiɛ, na bu susi bu beŋgum kɔrɛ, na bu sukun bu beŋgum, na bu sudi aluwa, na bu sudadaka bu beŋgum, na bu sukpɔ bu beŋgum, na bu sukan bu beŋgum jɔrɛ."
ROM.2.29,2168,"Instead, it is the person who is a Jew inside, who is circumcised in spirit, not literally. That persons praise doesnt come from people but from God.","Ama, sɔnɔ bo i ti Yuda­fɔ nahɔrɛ su la bo wɔ kaaki wo i ahore­mbaa su ni, na kɛnkɛnnɛ wuraa­wa nahɔrɛ su fite ahore­mbaa su wɔ, Nyɛmɛ Awiɛwiɛ ni kaaki sɔnɔ a, má nɔaniɛ kpamaa­wa ni. Nyini sɔnɔ sɔ, Nyɛmɛ kansi i a, má adamande."
ROM.1.30,2168,"they slander people, and they hate God. They are rude and proud, and they brag. They invent ways to be evil, and they are disobedient to their parents.","na bu susaaki bu beŋgum duma, na bu sukpɔ Nyɛmɛ, na bu sukpiɛ bu beŋgum nzukɔ, na bu la karambani, na bu sufɔ, na bu susunsun kabo bu yo na bu yo satiɛm, na bu sukete bu wu­fɔm nɔaniɛ."
ROM.3.28,2168,"No, not at all, but through the law of faith. We consider that a person is treated as righteous by faith, apart from what is accomplished under the Law.","Ya niɛ ka deke bo i kere ka Nyɛmɛ de sɔnɔ ka i yo sa bo i kɔ atin su i dɔ n la kabo wɔ yo Yesu yarada n wɔ, má ka i su nɔaniɛ kpamaa­wa n su n dɛɛ ti a."
ROM.1.31,2168,"They are without understanding, disloyal, without affection, and without mercy.","na bu la má ŋgɔnlɛ, na bu yo má sa bo ba se ka bu yo i ni, na bu koro má minɛm, na bu si má bu beŋgum aŋunfɔ."
ROM.7.1,2168,"Brothers and sisters, Im talking to you as people who know the Law. Dont you know that the Law has power over someone only as long as he or she lives?.","Tɔ, m ninbaam, m sujɔjɔ ambɛrɛ bo am si nɔaniɛ kpamaa­wa ni dɔ a. Am si má ka nzɛn sɔnɔ toko la ŋgɔɔ, ye nɔaniɛ kpamaa­wa n niɛ i su a? Ama, i nya wu wieeri, i koro niɛ má i su kun."
ROM.3.29,2168,"Or is God the God of Jews only? Isnt God the God of Gentiles also? Yes, God is also the God of Gentiles.","I ti nahɔrɛ wɔ, ka Nyɛmɛ ti má Yuda­fɔm ŋgumi Nyɛmɛ, i ti bo bu ti má Yuda­fɔm n gusu Nyɛmɛ wɔ."
ROM.1.32,2168,"Though they know Gods decision that those who persist in such practices deserve death, they not only keep doing these things but also approve others who practice them.","Bu si kabo Nyɛmɛ akere ka, sɔnɔ kɛrɛ bo i nati yo sɔ, wɔ yo daka ka i mi wú ni, haari ni nyini mmɔɔ, bu toko yo nyini sam wɔ, ama, bo i kɔ tara i kɛrɛ n la ka, bu jina minɛ bo bu gusu nati yo nyini sam ni sin wɔ."
ROM.7.2,2168,"A married woman is united with her husband under the Law while he is alive. But if her husband dies, she is released from the Law concerning her husband.","Ya fa i ka, nzɛn bara aja, na i hun toko la ŋgɔɔ, nɔaniɛ kpamaa­wa n ma má atin ka i yaki i ajaa, ama, nzɛn i hun n nya wuuri, i la atin bo i koro kɔ ja biɛsɔ fɔfɔrɛ."
ROM.3.30,2168,"Since God is one, then the one who makes the circumcised righteous by faith will also make the one who isnt circumcised righteous through faith.","Nyɛmɛ ti kun wɔ. Yarada n dɛɛ ti, ye Nyɛmɛ ŋa Yuda­fɔm bo ba wura kɛnkɛnnɛ n yo sa bo i kɔ atin su i dɔ a, ye minɛm bo bu ti má Yuda­fɔm na bu wura má kɛnkɛnnɛ ni, bu yarada ma Nyɛmɛ de bu ka bu yo sa bo i kɔ atin su i dɔ a."
ROM.7.3,2168,"So then, if she lives with another man while her husband is alive, shes committing adultery. But if her husband dies, shes free from the Law, so she wont be committing adultery if she marries someone else.","Nyini ti, nzɛn i hun n toko la ŋgɔɔ na i kɔ jaari biɛsɔ fɔfɔrɛ, bu fére i ka bara bo wɔ saaki ajaa ciire wɔ, ama, nzɛn i hun n awu ye i kɔ jaari biɛsɔ fɔfɔrɛ, nɔaniɛ kpamaa­wa n ma i atin wɔ, wɔ saaki má ajaa ciire lɛɛ."
ROM.3.31,2168,"Do we then cancel the Law through this faith? Absolutely not! Instead, we confirm the Law.","Nyini sukere má ka ya yo Yesu yarada n dɛɛ ti, ya fa má nɔaniɛ kpamaa­wa n yo má juma a. I ti má sɔ, ama, nyini ma ya bita nɔaniɛ kpamaa­wa n kenken a."
ROM.7.4,2168,"Therefore, my brothers and sisters, you also died with respect to the Law through the body of Christ, so that you could be united with someone else. You are united with the one who was raised from the dead so that we can bear fruit for God.","Tɔ, nyini ti, m ninbaam, i ti sɔ ɔ lɛɛ, ambɛrɛ mmɔɔ dɔ. Kabo am ni Kristo ayo kun na wɔ wu ni, bu saŋga kuunri am ni yiri wɔ lɛɛ. Nyini ti, nɔaniɛ kpamaa­wa n niɛ má am su kun, nyini ma am la atin na am kaaki be dɛɛm n a. Nyini la ka, am ti Kristo dɛɛm wɔ lɛɛ, yiri bo i teŋgeeri i yiwee n nu ni. Deke n bo i ti na i yo sɔ n la ka, ya koro yo sakpa ma Nyɛmɛ."
ROM.7.5,2168,"When we were self-centered, the sinful passions aroused through the Law were at work in all the parts of our body, so that we bore fruit for death.","Saŋga bo ya yo su ya adamande woo­wa su ni, ya koroo­wa la ka, ya sufa ya ŋuniɛ­mbaam suyo satiɛm, nɔaniɛ kpamaa­wa n dɛɛ ti. Nyini satiɛm n awieeri la yiwee wɔ."
ROM.7.6,2168,"But now we have been released from the Law. We have died with respect to the thing that controlled us, so that we can be slaves in the new life under the Spirit, not in the old life under the written Law.","Ama, kisa, ya nya ya tii afite nɔaniɛ kpamaa­wa n bo i yo niɛ ya su ni, dama ya wu wɔ. Nyini ti, ya su Nyɛmɛ wɔ, ya su má atin dawa n bo i su nɔaniɛ kpamaa­wa n bo ba kɛrɛ ase n su, ama, ya su Nyɛmɛ ni atin fɔfɔrɛ n bo Awiɛwiɛ Casi n afa ama ya ni su a."
ROM.7.7,2168,"So what are we going to say? That the Law is sin? Absolutely not! But I wouldnt have known sin except through the Law. I wouldnt have known the desire for what others have if the Law had not said, Dont desire to take what others have .","Tɔ, ye ya se sɛ wɔ? Ya koro se ka nɔaniɛ kpamaa­wa n ti satiɛ, nzɛn sɛ? Ai, má sɔ. Nzɛn má nɔaniɛ kpamaa­wa n awo má bɛrɛ, má m si má kabo satiɛ ti. Dama nzɛn má nɔaniɛ kpamaa­wa n ase má ka, Má a ma u konviki wura be dɛɛ neŋge nu, má m si má ka nzɛn u konviki wuraari be dɛɛ neŋge nu, i ti satiɛ wɔ."
ROM.7.8,2168,But sin seized the opportunity and used this commandment to produce all kinds of desires in me. Sin is dead without the Law.,"Nɔaniɛ maa­wa n bo i seeri sɔ n dɛɛ ti, satiɛ anya atin m ahore su, nyini ma m la konviki barasu barasu fa kɔ minɛm neŋge nu n a. Nyini kere ka nzɛn nɔaniɛ kpamaa­wa n wo má bɛrɛ, satiɛ la má yiko, i ti ka deke bo wɔ wu wɔ."
ROM.7.9,2168,"I used to be alive without the Law, but when the commandment came, sin sprang to life.","Saŋga be m yo la ŋgɔɔ ɔ, na m si má nɔaniɛ kpamaa­wa n jɔrɛ, ama, saŋga bo nɔaniɛ maa­wa n baari ni, na wɔ yɛ satiɛ su m ahore su."
ROM.7.10,2168,and I died. So the commandment that was intended to give life brought death.,"na ma wu. Na ma ŋu ka nɔaniɛ maa­wa n bo má i ma ŋgɔɔ ni, mini dɔ, i faari yiwee baari a."
ROM.7.11,2168,"Sin seized the opportunity through the commandment, deceived me, and killed me.","Nɔaniɛ maa­wa n dɛɛ ti, ye satiɛ anya atin awura m ahore su adadaka m, ye i kun m a."
ROM.7.12,2168,"So the Law itself is holy, and the commandment is holy, righteous, and good.","Nyini kɛrɛ kere ka nɔaniɛ kpamaa­wa n ni i tii, ti deke kpa fite Nyɛmɛ dɔ ɔ, na nɔaniɛ maa­wa kun kun n kɛrɛ ti deke kpa a, na i kere sa bo i kɔ atin su."
ROM.7.13,2168,So did something good bring death to me? Absolutely not! But sin caused my death through something good so that sin would be exposed as sin. That way sin would become even more thoroughly sinful through the commandment.,"Nyini ti, nɔaniɛ kpamaa­wa n bo i ti kpa ni, wɔ ma ma wu wɔ, nzɛn sɛ? Ai, má sɔ. Ama, satiɛ fa nyini nɔaniɛ kpa n su wɔ, ye i ma m wu a, adena satiɛ kere kabo i ti barasu nahɔrɛ su, na nɔaniɛ maa­wa n ma minɛm si kabo satiɛ ti deke tiɛ agaya ni."
ROM.7.14,2168,"We know that the Law is spiritual, but Im made of flesh and blood, and Im sold as a slave to sin.","Ya si ka nɔaniɛ kpamaa­wa n ti awiɛwiɛ jɔrɛ wɔ, ama, mini yiri, m bita adamande dɛɛ woo­wa a, na m ti satiɛ akɔɔ."
ROM.7.15,2168,"I dont know what Im doing, because I dont do what I want to do. Instead, I do the thing that I hate.","Sam bo m yo bu ni, m koro si má deke n bo i ti na m yo bu ni, dama deke n bo m koro ka m yo bu ni, m yo má nyini, ama, deke n bo m kpɔ bu ni, m yo nyini wɔ."
ROM.7.16,2168,"But if Im doing the thing that I dont want to do, Im agreeing that the Law is right.","Nyini ti, nzɛn m yoori satiɛ be, na m koro má i, ma soro su ka nɔaniɛ kpamaa­wa n ti kpa wɔ lɛɛ."
ROM.7.17,2168,"But now Im not the one doing it anymore. Instead, its sin that lives in me.","Ma ŋu ka má m koroya­nu ye m yo nyini satiɛm n a, ama, satiɛ n bo i wo m ahore su ni ma m yo sɔ a."
ROM.7.18,2168,"I know that good doesnt live in me—that is, in my body. The desire to do good is inside of me, but I cant do it.","M si ka woo­wa n bo m bita i ni, i ti má kpa haari kaan sɔ, i ti adamande woo­wa a, nyini ti, sakpa­yo wo m ahore su, ama, m koro yo má i."
ROM.7.19,2168,"I dont do the good that I want to do, but I do the evil that I dont want to do.","M koro ka m yo sakpa, ama, m koro yo má i, satiɛ n bo m koro má ka m yo i ni, m yo nyini wɔ."
